,date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,uv_index_clear_sky,ammonia,alder_pollen,birch_pollen,grass_pollen,mugwort_pollen,olive_pollen,ragweed_pollen
10848,2023-10-23 23:00:00,9.8,7.1,132.0,1.6,0.5,50.0,0.12,1.0,0.0,0.0,0.5,,,,0.0,,0.0
10849,2023-10-24 00:00:00,9.2,6.7,127.0,1.3,0.5,49.0,0.11,1.0,0.0,0.0,0.4,,,,0.0,,0.0
10850,2023-10-24 01:00:00,8.9,6.4,125.0,1.1,0.5,48.0,0.12,1.0,0.0,0.0,0.4,,,,0.0,,0.0
10851,2023-10-24 02:00:00,8.6,6.2,126.0,1.0,0.5,47.0,0.13,1.0,0.0,0.0,0.5,,,,0.0,,0.0
10852,2023-10-24 03:00:00,8.0,6.2,127.0,1.1,0.5,49.0,0.13,2.0,0.0,0.0,0.5,,,,0.0,,0.0
10853,2023-10-24 04:00:00,8.9,6.5,127.0,1.5,0.5,48.0,0.12,2.0,0.0,0.0,0.5,,,,0.0,,0.0
10854,2023-10-24 05:00:00,9.9,7.4,135.0,2.3,0.5,48.0,0.12,1.0,0.0,0.0,0.6,,,,0.0,,0.0
10855,2023-10-24 06:00:00,10.3,8.6,145.0,3.7,0.5,48.0,0.14,2.0,0.15,0.2,0.8,,,,0.0,,0.0
10856,2023-10-24 07:00:00,11.0,9.1,144.0,3.6,0.7,51.0,0.16,2.0,0.6,0.75,0.9,,,,0.0,,0.0
10857,2023-10-24 08:00:00,12.3,9.8,143.0,3.1,0.9,57.0,0.17,3.0,1.55,1.6,0.9,,,,0.0,,0.0
10858,2023-10-24 09:00:00,11.8,9.6,137.0,2.6,2.6,59.0,0.18,4.0,2.4,2.5,0.9,,,,0.0,,0.0
10859,2023-10-24 10:00:00,13.0,7.9,125.0,1.3,4.5,67.0,0.18,5.0,2.95,3.05,0.8,,,,0.0,,0.0
10860,2023-10-24 11:00:00,13.5,6.8,116.0,1.3,3.9,73.0,0.18,6.0,2.85,2.95,0.5,,,,0.0,,0.0
10861,2023-10-24 12:00:00,14.9,6.5,113.0,0.9,3.4,77.0,0.14,10.0,2.15,2.35,0.4,,,,0.0,,0.0
10862,2023-10-24 13:00:00,16.6,5.9,110.0,0.8,2.4,77.0,0.16,12.0,1.25,1.35,0.4,,,,0.0,,0.0
10863,2023-10-24 14:00:00,18.9,7.2,110.0,0.8,2.2,73.0,0.18,15.0,0.5,0.55,0.5,,,,0.0,,0.0
10864,2023-10-24 15:00:00,17.3,8.0,114.0,1.2,2.1,72.0,0.18,14.0,0.1,0.1,0.6,,,,0.0,,0.0
10865,2023-10-24 16:00:00,21.7,8.9,120.0,1.5,2.2,71.0,0.22,16.0,0.0,0.0,0.6,,,,0.0,,0.0
10866,2023-10-24 17:00:00,21.2,8.8,120.0,1.6,2.1,70.0,0.26,17.0,0.0,0.0,0.5,,,,0.0,,0.0
10867,2023-10-24 18:00:00,22.1,9.4,120.0,1.8,2.0,68.0,0.3,15.0,0.0,0.0,0.6,,,,0.0,,0.0
10868,2023-10-24 19:00:00,21.2,10.1,121.0,2.0,1.8,62.0,0.28,15.0,0.0,0.0,0.7,,,,0.0,,0.0
10869,2023-10-24 20:00:00,24.0,11.2,120.0,2.4,1.6,65.0,0.23,16.0,0.0,0.0,0.7,,,,0.0,,0.0
10870,2023-10-24 21:00:00,25.3,12.1,118.0,2.3,1.8,64.0,0.17,16.0,0.0,0.0,0.7,,,,0.0,,0.0
10871,2023-10-24 22:00:00,16.2,8.1,117.0,2.0,1.0,62.0,0.24,10.0,0.0,0.0,0.4,,,,0.0,,0.0
10872,2023-10-24 23:00:00,10.5,6.3,117.0,1.5,1.0,67.0,0.24,5.0,0.0,0.0,0.3,,,,0.0,,0.0
10873,2023-10-25 00:00:00,14.7,8.1,116.0,0.8,1.0,70.0,0.12,9.0,0.0,0.0,0.1,,,,0.0,,0.0
10874,2023-10-25 01:00:00,13.9,7.3,115.0,0.6,0.8,68.0,0.06,9.0,0.0,0.0,0.1,,,,0.0,,0.0
10875,2023-10-25 02:00:00,14.2,4.1,115.0,0.7,0.5,66.0,0.05,4.0,0.0,0.0,0.1,,,,0.0,,0.0
10876,2023-10-25 03:00:00,5.7,3.1,117.0,0.7,0.6,66.0,0.04,3.0,0.0,0.0,0.1,,,,0.0,,0.0
10877,2023-10-25 04:00:00,4.4,3.1,115.0,1.0,0.7,65.0,0.03,2.0,0.0,0.0,0.1,,,,0.0,,0.0
10878,2023-10-25 05:00:00,5.6,3.9,118.0,1.4,0.9,63.0,0.02,3.0,0.0,0.0,0.2,,,,0.0,,0.0
10879,2023-10-25 06:00:00,7.0,4.6,118.0,2.0,0.8,59.0,0.02,5.0,0.15,0.2,0.3,,,,0.0,,0.0
10880,2023-10-25 07:00:00,10.4,6.3,117.0,2.1,0.9,61.0,0.02,7.0,0.65,0.85,0.3,,,,0.0,,0.0
10881,2023-10-25 08:00:00,10.8,6.2,115.0,1.4,0.9,62.0,0.02,9.0,1.5,1.8,0.2,,,,0.0,,0.0
10882,2023-10-25 09:00:00,9.3,6.3,114.0,0.9,0.8,63.0,0.02,7.0,2.0,2.75,0.2,,,,0.0,,0.0
10883,2023-10-25 10:00:00,8.7,5.6,113.0,0.8,0.7,63.0,0.02,5.0,2.15,3.35,0.2,,,,0.0,,0.0
10884,2023-10-25 11:00:00,9.3,5.8,112.0,0.8,0.7,64.0,0.03,6.0,1.8,3.2,0.3,,,,0.0,,0.0
10885,2023-10-25 12:00:00,7.2,5.5,113.0,0.8,0.7,66.0,0.04,4.0,1.25,2.5,0.3,,,,0.0,,0.0
10886,2023-10-25 13:00:00,6.5,5.2,112.0,1.0,0.6,66.0,0.05,3.0,1.05,1.45,0.3,,,,0.0,,0.0
10887,2023-10-25 14:00:00,6.4,4.5,112.0,1.0,0.7,66.0,0.07,3.0,0.4,0.6,0.3,,,,0.0,,0.0
10888,2023-10-25 15:00:00,6.8,4.3,112.0,1.4,0.8,66.0,0.08,3.0,0.1,0.1,0.3,,,,0.0,,0.0
10889,2023-10-25 16:00:00,6.8,4.6,113.0,1.7,0.9,64.0,0.08,3.0,0.0,0.0,0.3,,,,0.0,,0.0
10890,2023-10-25 17:00:00,6.6,5.0,117.0,1.9,0.9,58.0,0.07,2.0,0.0,0.0,0.4,,,,0.0,,0.0
10891,2023-10-25 18:00:00,6.8,5.5,119.0,2.2,0.9,60.0,0.06,2.0,0.0,0.0,0.4,,,,0.0,,0.0
10892,2023-10-25 19:00:00,6.6,6.0,118.0,2.3,1.6,65.0,0.06,2.0,0.0,0.0,0.5,,,,0.0,,0.0
10893,2023-10-25 20:00:00,5.5,5.0,118.0,2.3,1.6,65.0,0.06,1.0,0.0,0.0,0.5,,,,0.0,,0.0
10894,2023-10-25 21:00:00,4.5,4.0,118.0,2.3,1.4,65.0,0.05,1.0,0.0,0.0,0.4,,,,0.0,,0.0
10895,2023-10-25 22:00:00,4.6,4.1,118.0,2.2,1.1,63.0,0.05,1.0,0.0,0.0,0.4,,,,0.0,,0.0
10896,2023-10-25 23:00:00,2.9,2.7,116.0,2.0,0.9,60.0,0.06,1.0,0.0,0.0,0.4,,,,0.0,,0.0
10897,2023-10-26 00:00:00,4.3,2.2,116.0,2.0,1.0,57.0,0.05,1.0,0.0,0.0,0.3,,,,0.0,,0.0
10898,2023-10-26 01:00:00,3.9,2.3,116.0,1.9,1.0,58.0,0.04,0.0,0.0,0.0,0.4,,,,0.0,,0.0
10899,2023-10-26 02:00:00,3.5,2.7,116.0,1.6,1.0,60.0,0.04,0.0,0.0,0.0,0.4,,,,0.0,,0.0
10900,2023-10-26 03:00:00,4.0,3.2,116.0,1.7,1.0,63.0,0.04,0.0,0.0,0.0,0.5,,,,0.0,,0.0
10901,2023-10-26 04:00:00,4.0,2.8,118.0,1.5,1.1,63.0,0.04,0.0,0.0,0.0,0.5,,,,0.0,,0.0
10902,2023-10-26 05:00:00,4.7,3.7,120.0,2.0,1.5,63.0,0.04,0.0,0.0,0.0,0.5,,,,0.0,,0.0
10903,2023-10-26 06:00:00,5.5,4.6,122.0,2.5,1.5,60.0,0.05,0.0,0.15,0.2,0.6,,,,0.0,,0.0
10904,2023-10-26 07:00:00,5.7,4.6,124.0,2.6,2.9,66.0,0.05,0.0,0.55,0.8,0.3,,,,0.0,,0.0
10905,2023-10-26 08:00:00,4.0,2.6,122.0,1.3,2.7,69.0,0.05,0.0,1.1,1.75,0.2,,,,0.0,,0.0
10906,2023-10-26 09:00:00,3.8,2.9,119.0,1.1,2.1,69.0,0.04,0.0,1.65,2.7,0.2,,,,0.0,,0.0
10907,2023-10-26 10:00:00,3.1,2.5,119.0,0.8,1.1,70.0,0.03,0.0,1.95,3.25,0.2,,,,0.0,,0.0
10908,2023-10-26 11:00:00,3.1,2.0,119.0,0.6,0.8,72.0,0.03,0.0,1.85,3.15,0.2,,,,0.0,,0.0
10909,2023-10-26 12:00:00,2.6,1.8,118.0,0.6,0.8,72.0,0.07,0.0,1.7,2.4,0.3,,,,0.0,,0.0
10910,2023-10-26 13:00:00,2.4,1.6,118.0,0.6,0.7,72.0,0.07,0.0,0.5,1.45,0.3,,,,0.0,,0.0
10911,2023-10-26 14:00:00,2.3,1.6,118.0,0.7,0.7,72.0,0.05,0.0,0.4,0.6,0.3,,,,0.0,,0.0
10912,2023-10-26 15:00:00,2.9,2.0,118.0,1.0,0.8,71.0,0.05,0.0,0.1,0.1,0.3,,,,0.0,,0.0
10913,2023-10-26 16:00:00,3.4,2.6,118.0,1.5,0.9,69.0,0.05,0.0,0.0,0.0,0.3,,,,0.0,,0.0
10914,2023-10-26 17:00:00,3.8,3.0,123.0,1.7,0.9,68.0,0.06,0.0,0.0,0.0,0.3,,,,0.0,,0.0
10915,2023-10-26 18:00:00,5.2,3.7,125.0,1.6,0.8,68.0,0.07,0.0,0.0,0.0,0.4,,,,0.0,,0.0
10916,2023-10-26 19:00:00,6.0,3.7,125.0,1.8,0.9,69.0,0.07,0.0,0.0,0.0,0.3,,,,0.0,,0.0
10917,2023-10-26 20:00:00,5.9,4.0,124.0,1.8,1.1,70.0,0.08,0.0,0.0,0.0,0.3,,,,0.0,,0.0
10918,2023-10-26 21:00:00,6.2,4.4,123.0,2.0,1.4,70.0,0.08,0.0,0.0,0.0,0.4,,,,0.0,,0.0
10919,2023-10-26 22:00:00,5.9,3.7,121.0,1.8,1.3,70.0,0.07,0.0,0.0,0.0,0.3,,,,0.0,,0.0
10920,2023-10-26 23:00:00,4.6,3.6,120.0,1.5,1.1,70.0,0.08,0.0,0.0,0.0,0.4,,,,0.0,,0.0
10921,2023-10-27 00:00:00,4.7,3.5,120.0,1.2,1.0,69.0,0.05,0.0,0.0,0.0,0.3,,,,0.0,,0.0
10922,2023-10-27 01:00:00,4.9,3.2,120.0,1.1,1.2,69.0,0.08,0.0,0.0,0.0,0.2,,,,0.0,,0.0
10923,2023-10-27 02:00:00,4.7,3.1,121.0,1.1,1.3,68.0,0.07,0.0,0.0,0.0,0.2,,,,0.0,,0.0
10924,2023-10-27 03:00:00,4.7,3.1,121.0,1.2,1.6,66.0,0.07,0.0,0.0,0.0,0.2,,,,0.0,,0.0
10925,2023-10-27 04:00:00,4.5,3.1,121.0,1.1,1.2,66.0,0.09,0.0,0.0,0.0,0.1,,,,0.0,,0.0
10926,2023-10-27 05:00:00,4.0,3.0,121.0,1.3,1.1,67.0,0.1,0.0,0.0,0.0,0.1,,,,0.0,,0.0
10927,2023-10-27 06:00:00,4.4,3.1,119.0,1.2,2.0,68.0,0.05,0.0,0.1,0.2,0.2,,,,0.0,,0.0
10928,2023-10-27 07:00:00,4.2,2.5,122.0,1.5,1.2,66.0,0.04,0.0,0.3,0.85,0.2,,,,0.0,,0.0
10929,2023-10-27 08:00:00,3.8,2.7,121.0,1.1,1.1,66.0,0.04,0.0,0.4,1.9,0.2,,,,0.0,,0.0
10930,2023-10-27 09:00:00,3.4,2.4,119.0,1.1,1.1,65.0,0.04,0.0,0.65,3.0,0.2,,,,0.0,,0.0
10931,2023-10-27 10:00:00,3.2,2.3,116.0,1.0,1.0,65.0,0.05,0.0,0.75,3.6,0.2,,,,0.0,,0.0
10932,2023-10-27 11:00:00,3.1,2.0,113.0,0.9,0.5,66.0,0.05,0.0,0.8,3.45,0.2,,,,0.0,,0.0
10933,2023-10-27 12:00:00,3.7,2.2,111.0,0.9,0.6,67.0,0.06,0.0,0.6,2.6,0.2,,,,0.0,,0.0
10934,2023-10-27 13:00:00,4.0,2.5,110.0,0.9,0.7,67.0,0.07,0.0,0.3,1.5,0.2,,,,0.0,,0.0
10935,2023-10-27 14:00:00,4.3,2.5,109.0,1.0,0.5,68.0,0.1,0.0,0.15,0.6,0.2,,,,0.0,,0.0
10936,2023-10-27 15:00:00,4.4,3.1,110.0,1.1,0.6,71.0,0.1,0.0,0.05,0.1,0.1,,,,0.0,,0.0
10937,2023-10-27 16:00:00,3.9,2.9,110.0,1.2,0.5,71.0,0.11,0.0,0.0,0.0,0.2,,,,0.0,,0.0
10938,2023-10-27 17:00:00,3.8,2.7,112.0,1.2,0.6,69.0,0.1,0.0,0.0,0.0,0.2,,,,0.0,,0.0
10939,2023-10-27 18:00:00,4.4,3.1,113.0,1.2,0.7,67.0,0.08,0.0,0.0,0.0,0.2,,,,0.0,,0.0
10940,2023-10-27 19:00:00,4.8,3.6,112.0,1.4,0.8,64.0,0.06,0.0,0.0,0.0,0.2,,,,0.0,,0.0
10941,2023-10-27 20:00:00,5.9,4.2,114.0,1.6,1.0,63.0,0.05,0.0,0.0,0.0,0.3,,,,0.0,,0.0
10942,2023-10-27 21:00:00,7.3,4.4,118.0,2.4,1.2,61.0,0.05,0.0,0.0,0.0,0.5,,,,0.0,,0.0
10943,2023-10-27 22:00:00,7.5,4.3,120.0,3.0,1.1,60.0,0.05,0.0,0.0,0.0,0.6,,,,0.0,,0.0
10944,2023-10-27 23:00:00,6.6,4.7,119.0,3.2,0.9,58.0,0.05,0.0,0.0,0.0,0.7,,,,0.0,,0.0
10945,2023-10-28 00:00:00,5.9,3.5,117.0,3.1,0.8,52.0,0.07,0.0,0.0,0.0,0.8,,,,0.0,,0.0
10946,2023-10-28 01:00:00,5.9,3.5,116.0,1.3,0.7,51.0,0.06,0.0,0.0,0.0,0.6,,,,0.0,,0.0
10947,2023-10-28 02:00:00,6.4,3.2,116.0,1.0,0.3,52.0,0.06,0.0,0.0,0.0,0.8,,,,0.0,,0.0
10948,2023-10-28 03:00:00,6.7,3.5,116.0,0.9,0.4,51.0,0.06,0.0,0.0,0.0,0.6,,,,0.0,,0.0
10949,2023-10-28 04:00:00,5.4,3.2,119.0,1.6,0.5,53.0,0.08,0.0,0.0,0.0,0.6,,,,0.0,,0.0
10950,2023-10-28 05:00:00,6.1,3.5,130.0,2.8,0.3,50.0,0.09,0.0,0.0,0.0,0.8,,,,0.0,,0.0
10951,2023-10-28 06:00:00,6.7,4.4,139.0,2.9,0.4,48.0,0.1,0.0,0.1,0.2,0.6,,,,0.0,,0.0
10952,2023-10-28 07:00:00,6.1,4.8,125.0,2.2,0.5,55.0,0.1,0.0,0.3,0.75,0.5,,,,0.0,,0.0
10953,2023-10-28 08:00:00,5.0,3.9,127.0,1.8,0.9,62.0,0.08,0.0,0.6,1.65,0.4,,,,0.0,,0.0
10954,2023-10-28 09:00:00,4.0,2.7,124.0,1.0,1.0,64.0,0.07,0.0,1.35,2.6,0.4,,,,0.0,,0.0
10955,2023-10-28 10:00:00,4.2,2.4,125.0,0.8,1.2,66.0,0.06,0.0,2.0,3.15,0.3,,,,0.0,,0.0
10956,2023-10-28 11:00:00,3.7,2.2,119.0,0.7,0.9,68.0,0.04,0.0,2.15,3.05,0.3,,,,0.0,,0.0
10957,2023-10-28 12:00:00,3.7,2.1,122.0,0.7,0.7,70.0,0.08,0.0,1.55,2.3,0.3,,,,0.0,,0.0
10958,2023-10-28 13:00:00,4.2,2.3,120.0,0.7,0.6,70.0,0.07,0.0,0.85,1.4,0.3,,,,0.0,,0.0
10959,2023-10-28 14:00:00,4.4,2.6,122.0,0.8,0.6,70.0,0.06,0.0,0.4,0.55,0.3,,,,0.0,,0.0
10960,2023-10-28 15:00:00,5.1,2.8,124.0,1.0,0.8,69.0,0.06,0.0,0.1,0.1,0.4,,,,0.0,,0.0
10961,2023-10-28 16:00:00,5.9,3.2,126.0,1.2,0.7,67.0,0.05,0.0,0.0,0.0,0.4,,,,0.0,,0.0
10962,2023-10-28 17:00:00,6.6,3.7,129.0,1.5,0.9,68.0,0.05,0.0,0.0,0.0,0.5,,,,0.0,,0.0
10963,2023-10-28 18:00:00,6.6,4.4,131.0,1.8,0.8,65.0,0.05,0.0,0.0,0.0,0.6,,,,0.0,,0.0
10964,2023-10-28 19:00:00,8.2,5.5,135.0,2.4,0.8,62.0,0.05,0.0,0.0,0.0,0.7,,,,0.0,,0.0
10965,2023-10-28 20:00:00,8.5,6.3,136.0,2.6,0.7,61.0,0.06,0.0,0.0,0.0,0.7,,,,0.0,,0.0
10966,2023-10-28 21:00:00,8.2,6.3,133.0,2.4,0.6,60.0,0.06,0.0,0.0,0.0,0.6,,,,0.0,,0.0
10967,2023-10-28 22:00:00,8.1,5.9,132.0,2.1,0.6,59.0,0.07,0.0,0.0,0.0,0.5,,,,0.0,,0.0
10968,2023-10-28 23:00:00,7.6,5.9,131.0,2.2,0.5,57.0,0.07,0.0,0.0,0.0,0.5,,,,0.0,,0.0
10969,2023-10-29 00:00:00,6.8,5.0,131.0,2.2,0.6,51.0,0.05,0.0,0.0,0.0,0.5,,,,0.0,,0.0
10970,2023-10-29 01:00:00,6.6,4.9,130.0,2.1,0.5,53.0,0.04,0.0,0.0,0.0,0.5,,,,0.0,,0.0
10971,2023-10-29 02:00:00,6.5,4.9,130.0,1.7,0.5,53.0,0.04,0.0,0.0,0.0,0.7,,,,0.0,,0.0
10972,2023-10-29 03:00:00,6.5,4.8,131.0,1.5,0.5,52.0,0.03,0.0,0.0,0.0,0.6,,,,0.0,,0.0
10973,2023-10-29 04:00:00,6.7,4.8,133.0,1.8,0.5,45.0,0.03,0.0,0.0,0.0,0.6,,,,0.0,,0.0
10974,2023-10-29 05:00:00,7.8,4.7,140.0,2.2,0.3,48.0,0.04,0.0,0.0,0.0,0.5,,,,0.0,,0.0
10975,2023-10-29 06:00:00,7.4,4.8,143.0,2.9,0.5,48.0,0.04,0.0,0.15,0.2,0.6,,,,0.0,,0.0
10976,2023-10-29 07:00:00,7.1,5.5,144.0,2.5,0.9,49.0,0.03,0.0,0.55,0.75,0.7,,,,0.0,,0.0
10977,2023-10-29 08:00:00,7.3,5.9,140.0,1.7,2.0,57.0,0.03,0.0,1.55,1.65,0.4,,,,0.0,,0.0
10978,2023-10-29 09:00:00,6.5,5.2,137.0,1.2,2.4,58.0,0.03,0.0,2.5,2.55,0.4,,,,0.0,,0.0
10979,2023-10-29 10:00:00,6.5,5.1,130.0,0.9,3.3,65.0,0.02,0.0,3.05,3.1,0.4,,,,0.0,,0.0
10980,2023-10-29 11:00:00,4.8,3.7,129.0,0.7,2.2,75.0,0.03,0.0,2.7,3.0,0.4,,,,0.0,,0.0
10981,2023-10-29 12:00:00,4.4,2.7,127.0,0.6,1.6,76.0,0.02,0.0,2.25,2.3,0.4,,,,0.0,,0.0
10982,2023-10-29 13:00:00,4.2,2.4,125.0,0.6,1.2,76.0,0.02,0.0,1.3,1.35,0.4,,,,0.0,,0.0
10983,2023-10-29 14:00:00,4.0,2.5,125.0,0.6,1.4,74.0,0.02,0.0,0.5,0.55,0.5,,,,0.0,,0.0
10984,2023-10-29 15:00:00,4.4,2.7,125.0,0.9,1.3,71.0,0.02,0.0,0.1,0.1,0.7,,,,0.0,,0.0
10985,2023-10-29 16:00:00,5.6,3.2,132.0,1.3,0.9,68.0,0.02,0.0,0.0,0.0,1.0,,,,0.0,,0.0
10986,2023-10-29 17:00:00,6.2,4.3,137.0,1.8,0.8,65.0,0.02,0.0,0.0,0.0,1.2,,,,0.0,,0.0
10987,2023-10-29 18:00:00,7.0,5.0,140.0,2.1,0.6,62.0,0.02,0.0,0.0,0.0,0.9,,,,0.0,,0.0
10988,2023-10-29 19:00:00,7.3,5.8,143.0,2.5,0.5,60.0,0.02,0.0,0.0,0.0,0.9,,,,0.0,,0.0
10989,2023-10-29 20:00:00,7.5,5.7,145.0,2.4,0.5,55.0,0.02,0.0,0.0,0.0,0.8,,,,0.0,,0.0
10990,2023-10-29 21:00:00,7.1,5.8,143.0,2.4,0.6,52.0,0.01,0.0,0.0,0.0,0.6,,,,0.0,,0.0
10991,2023-10-29 22:00:00,7.4,6.0,139.0,2.3,0.5,50.0,0.01,0.0,0.0,0.0,0.7,,,,0.0,,0.0
10992,2023-10-29 23:00:00,7.7,5.6,137.0,2.0,0.4,48.0,0.01,0.0,0.0,0.0,0.7,,,,0.0,,0.0
10993,2023-10-30 00:00:00,7.4,5.6,136.0,1.7,0.4,49.0,0.02,0.0,0.0,0.0,0.7,,,,0.0,,0.0
10994,2023-10-30 01:00:00,6.9,5.7,135.0,1.5,0.4,49.0,0.02,0.0,0.0,0.0,0.8,,,,0.0,,0.0
10995,2023-10-30 02:00:00,6.4,5.5,133.0,1.4,0.4,50.0,0.02,0.0,0.0,0.0,0.8,,,,0.0,,0.0
10996,2023-10-30 03:00:00,6.6,5.3,133.0,1.4,0.4,50.0,0.02,0.0,0.0,0.0,0.8,,,,0.0,,0.0
10997,2023-10-30 04:00:00,7.5,5.1,133.0,1.6,0.4,50.0,0.02,0.0,0.0,0.0,0.7,,,,0.0,,0.0
10998,2023-10-30 05:00:00,7.4,5.1,134.0,2.1,0.4,51.0,0.02,0.0,0.0,0.0,0.7,,,,0.0,,0.0
10999,2023-10-30 06:00:00,7.4,6.0,138.0,2.3,0.4,51.0,0.02,0.0,0.15,0.15,0.6,,,,0.0,,0.0
11000,2023-10-30 07:00:00,7.1,6.2,142.0,2.2,0.8,52.0,0.03,0.0,0.7,0.7,0.8,,,,0.0,,0.0
11001,2023-10-30 08:00:00,7.6,6.7,143.0,2.1,1.3,58.0,0.03,0.0,1.6,1.6,0.9,,,,0.0,,0.0
11002,2023-10-30 09:00:00,7.8,6.6,139.0,1.8,2.7,61.0,0.04,0.0,2.5,2.5,0.9,,,,0.0,,0.0
11003,2023-10-30 10:00:00,7.5,5.6,130.0,1.2,3.8,66.0,0.05,0.0,2.95,2.95,0.6,,,,0.0,,0.0
11004,2023-10-30 11:00:00,5.2,4.4,127.0,1.3,4.6,77.0,0.06,0.0,2.85,2.85,0.5,,,,0.0,,0.0
11005,2023-10-30 12:00:00,4.7,3.2,122.0,0.9,3.8,79.0,0.04,0.0,2.15,2.2,0.4,,,,0.0,,0.0
11006,2023-10-30 13:00:00,4.2,2.8,118.0,0.9,2.4,81.0,0.04,0.0,1.2,1.25,0.5,,,,0.0,,0.0
11007,2023-10-30 14:00:00,4.0,2.8,118.0,1.0,2.5,77.0,0.04,0.0,0.45,0.5,0.6,,,,0.0,,0.0
11008,2023-10-30 15:00:00,4.2,3.0,122.0,1.8,2.4,73.0,0.04,0.0,0.1,0.1,0.8,,,,0.0,,0.0
11009,2023-10-30 16:00:00,4.8,3.5,129.0,2.7,2.4,71.0,0.04,0.0,0.0,0.0,0.9,,,,0.0,,0.0
11010,2023-10-30 17:00:00,6.4,4.6,134.0,3.2,2.5,68.0,0.04,0.0,0.0,0.0,1.2,,,,0.0,,0.0
11011,2023-10-30 18:00:00,7.3,5.6,135.0,3.3,2.2,65.0,0.04,0.0,0.0,0.0,1.1,,,,0.0,,0.0
11012,2023-10-30 19:00:00,7.9,6.0,139.0,3.3,2.3,61.0,0.03,0.0,0.0,0.0,1.1,,,,0.0,,0.0
11013,2023-10-30 20:00:00,7.5,6.3,142.0,3.2,1.8,59.0,0.03,0.0,0.0,0.0,1.0,,,,0.0,,0.0
11014,2023-10-30 21:00:00,7.6,5.9,142.0,3.0,1.4,56.0,0.02,0.0,0.0,0.0,0.9,,,,0.0,,0.0
11015,2023-10-30 22:00:00,5.7,4.8,141.0,2.7,1.4,55.0,0.03,0.0,0.0,0.0,0.8,,,,0.0,,0.0
11016,2023-10-30 23:00:00,5.2,4.1,138.0,2.4,1.2,55.0,0.03,0.0,0.0,0.0,0.9,,,,0.0,,0.0
11017,2023-10-31 00:00:00,4.2,3.4,131.0,2.0,1.6,58.0,0.06,0.0,0.0,0.0,1.0,,,,0.0,,0.0
11018,2023-10-31 01:00:00,4.1,3.2,129.0,1.4,1.5,61.0,0.09,0.0,0.0,0.0,1.0,,,,0.0,,0.0
11019,2023-10-31 02:00:00,4.2,3.3,125.0,1.3,1.0,62.0,0.1,0.0,0.0,0.0,1.1,,,,0.0,,0.0
11020,2023-10-31 03:00:00,4.8,3.9,126.0,1.3,1.1,62.0,0.08,0.0,0.0,0.0,1.1,,,,0.0,,0.0
11021,2023-10-31 04:00:00,5.4,4.1,125.0,1.4,1.1,62.0,0.1,1.0,0.0,0.0,1.2,,,,0.0,,0.0
11022,2023-10-31 05:00:00,7.3,5.0,125.0,2.0,1.3,69.0,0.15,1.0,0.0,0.0,1.1,,,,0.0,,0.0
11023,2023-10-31 06:00:00,9.5,5.7,125.0,2.4,1.7,68.0,0.15,2.0,0.15,0.15,1.1,,,,0.0,,0.0
11024,2023-10-31 07:00:00,9.4,5.9,123.0,2.4,2.7,68.0,0.15,2.0,0.5,0.6,0.7,,,,0.0,,0.0
11025,2023-10-31 08:00:00,9.8,5.5,120.0,1.4,1.7,68.0,0.14,3.0,1.0,1.35,0.6,,,,0.0,,0.0
11026,2023-10-31 09:00:00,7.6,4.8,116.0,1.1,1.5,69.0,0.17,3.0,0.75,2.1,0.3,,,,0.0,,0.0
11027,2023-10-31 10:00:00,6.0,4.7,112.0,1.1,1.5,71.0,0.16,2.0,0.9,2.6,0.2,,,,0.0,,0.0
11028,2023-10-31 11:00:00,5.7,4.1,109.0,1.0,1.5,69.0,0.13,1.0,0.6,2.5,0.2,,,,0.0,,0.0
11029,2023-10-31 12:00:00,3.8,3.2,109.0,1.0,1.5,68.0,0.1,1.0,0.5,1.9,0.2,,,,0.0,,0.0
11030,2023-10-31 13:00:00,2.6,2.3,106.0,1.0,1.0,66.0,0.09,1.0,0.2,1.15,0.2,,,,0.0,,0.0
11031,2023-10-31 14:00:00,3.4,2.6,108.0,1.1,0.7,65.0,0.1,2.0,0.1,0.45,0.2,,,,0.0,,0.0
11032,2023-10-31 15:00:00,6.3,3.6,111.0,1.3,0.6,67.0,0.15,2.0,0.0,0.05,0.2,,,,0.0,,0.0
11033,2023-10-31 16:00:00,5.5,3.7,109.0,1.4,0.7,67.0,0.16,3.0,0.0,0.0,0.2,,,,0.0,,0.0
11034,2023-10-31 17:00:00,5.3,4.2,113.0,1.6,0.8,63.0,0.12,2.0,0.0,0.0,0.3,,,,0.0,,0.0
11035,2023-10-31 18:00:00,6.7,4.7,116.0,2.3,0.9,60.0,0.09,1.0,0.0,0.0,0.4,,,,0.0,,0.0
11036,2023-10-31 19:00:00,7.2,5.2,119.0,2.8,0.8,65.0,0.07,1.0,0.0,0.0,0.4,,,,0.0,,0.0
11037,2023-10-31 20:00:00,7.4,5.6,122.0,2.6,0.9,68.0,0.06,1.0,0.0,0.0,0.5,,,,0.0,,0.0
11038,2023-10-31 21:00:00,7.0,5.0,125.0,1.7,0.7,67.0,0.05,1.0,0.0,0.0,0.4,,,,0.0,,0.0
11039,2023-10-31 22:00:00,6.5,4.5,130.0,1.6,0.5,63.0,0.05,1.0,0.0,0.0,0.6,,,,0.0,,0.0
